company_name,trade,ownership_type,ownership_confidence,parent_company_or_notes,city,county,zip,address,phone,website,google_rating,google_reviews,maps_services,license_types,license_type_labels,license_numbers,active_license_count,qualifying_agents_or_licensees,latest_expiration_seen,enrichment_source,data_source
2 KOOL AIR LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Pembroke Pines,Broward,33029,"620 Nw 195Th Ave, Pembroke Pines, FL, 33029",,,,,,CAC,Certified Air Conditioning Contractor,CAC1825102,1,"FINN, ADAM MICHAEL",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
24-7 PLUMBING FL INC.,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Pembroke Pines,Broward,33024,"2301 Nw 96Th Terrace Unit 16 C, Pembroke Pines, FL, 33024",,,,,,CFC,Certified Plumbing Contractor,CFC1433655,1,"GARCIA, CESAR JACOB",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
24/7 A/C INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Plantation,Broward,33323,"11311 Nw 27Th St, Plantation, FL, 33323",,,,,,CAC,Certified Air Conditioning Contractor,CAC1816472,1,"JAMES, JASON",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
24/7 AIR CONDITIONING CONTRACTORS LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Pembroke Pines,Broward,33029,"18497 Nw 22Nd Street, Pembroke Pines, FL, 33029",,,,,,CAC,Certified Air Conditioning Contractor,CAC1823167,1,"CANO PINEROS, JUAN CARLOS",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
3A'S A/C SOLUTIONS INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Plantation,Broward,33325,"12233 Nw 1St St, Plantation, FL, 33325",,,,,,CAC,Certified Air Conditioning Contractor,CAC1820854,1,"RIVERA, ALEX",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
4 STAR PLUMBING SERVICES,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Fort Lauderdale,Broward,33309,"3037 Nw 60Th Street, Fort Lauderdale, FL, 33309",,,,,,CFC,Certified Plumbing Contractor,CFC1428680; CFC22535,2,"HASLE, SEAN THEODORE; HASLE, THEODORE SCHNELL III",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
4 STAR SERVICES INC,Mechanical,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Fort Lauderdale,Broward,33309,"3037 Nw 60Th Street, Fort Lauderdale, FL, 33309",,,,,,CMC,Certified Mechanical Contractor,CMC039559,1,"HASLE, THEODORE SCHNELL III",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"4.0 AIR, INC.",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Hollywood,Broward,33081,"Po Box 814281, Hollywood, FL, 33081",,,,,,CAC,Certified Air Conditioning Contractor,CAC1824481,1,"MARTIN, SHARENA",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"40 DEGREES AIR & REFRIGERATION, INC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Sunrise,Broward,33351,"4111 Nw 99Th Terrace, Sunrise, FL, 33351",,,,,,CAC,Certified Air Conditioning Contractor,CAC1818550,1,"SCOTT, ADREAN A",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"5 STAR AIR, LLC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Hallandale Beach,Broward,33009-6509,"537 Hibiscus Drive, Hallandale Beach, FL, 33009-6509",,,,,,CAC,Certified Air Conditioning Contractor,CAC014619; CAC1813395,2,"HAAS, CHARLES MICHAEL; LEVINSON, RICHARD MARC",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"904 INVESTMENTS, L.L.C.",Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Sunrise,Broward,33323,"12095 Northwest 44Th Street, Sunrise, FL, 33323",,,,,,"CFC, CMC",Certified Mechanical Contractor; Certified Plumbing Contractor,CFC1432539; CMC1251308,2,"MARQUEZ, FERNANDO ELIAS",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
A & A AIR VENT SYSTEMS INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Lauderhill,Broward,33319,"3610 Nw 73Rd Ave, Lauderhill, FL, 33319",,,,,,CAC,Certified Air Conditioning Contractor,CAC1815758,1,"DUNCAN, PATRICK LEWIN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
A & B APPLIANCE SERVICE INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Tamarac,Broward,33321,"8243 Nw 70 Street, Tamarac, FL, 33321",,,,,,CAC,Certified Air Conditioning Contractor,CAC051501,1,"GRAY, ROBERT FRANCIS",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
A & E WORK GROUP INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Pembroke Pines,Broward,33024,"8371 Nw 16 Th St, Pembroke Pines, FL, 33024",,,,,,CAC,Certified Air Conditioning Contractor,CAC1816481,1,"SICLAIT, DON-ROGGIE L",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
A & H AIR CONDITIONING INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Pembroke Pines,Broward,33028,"15885 Nw 16 Ct, Pembroke Pines, FL, 33028",,,,,,CAC,Certified Air Conditioning Contractor,CAC057837,1,"WHEATLEY, BRUCE HOWARD",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
A & V REFRIGERATION CORP.,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Hollywood,Broward,33019,"1457 Mariner Way, Hollywood, FL, 33019",,,,,,CAC,Certified Air Conditioning Contractor,CAC1817409,1,"ESSENFELD, JACOBO",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
A - B ELECTRIC MOTORS & PUMPS,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Pembroke Pines,Broward,33028,"2370 Nw 166 Ave, Pembroke Pines, FL, 33028",,,,,,"CAC, CFC",Certified Air Conditioning Contractor; Certified Plumbing Contractor,CAC1818597; CFC1432132,2,"CARDOSO, CHRISTIAN PHILLIPE; YANES, ROBERTO",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
A - Z ABSOLUTE COOLING INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Coral Springs,Broward,33065,"9166 Nw 43Rd Ct, Coral Springs, FL, 33065",,,,,,CAC,Certified Air Conditioning Contractor,CAC1818639,1,"FORD, RYAN A",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
A ALL SYSTEMS INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Pompano Beach,Broward,33060,"320 Se 14Th Avenue, Pompano Beach, FL, 33060",,,,,,CAC,Certified Air Conditioning Contractor,CAC014532,1,"MCELMEEL, PATRICK J",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
A ALL WRIGHT AIR CONDITIONING & ELECTRIC LLC.,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Fort Lauderdale,Broward,33311,"3001 Nw 8Th Street, Fort Lauderdale, FL, 33311",,,,,,CAC,Certified Air Conditioning Contractor,CAC056664,1,"WRIGHT, WILLIE JAMES",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
A BETTER INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Boca Raton,Broward,33432,"600  S. Ocean Blvd. Unit 1601, Boca Raton, FL, 33432",,,,,,CFC,Certified Plumbing Contractor,CFC057223,1,"FUSCO, WILLIAM B",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
A CUSTOMER FIRST AC INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Dania,Broward,33004,"185 Sw 20 Way Suite 1, Dania, FL, 33004",,,,,,CAC,Certified Air Conditioning Contractor,CAC1818399,1,"ST LAURENT, FRANCIS",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
A DISCOUNT AIRCONDITIONING LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Pompano Beach,Broward,33064,"2760 Nw 1St Ter, Pompano Beach, FL, 33064",,,,,,CAC,Certified Air Conditioning Contractor,CAC1819073,1,"LODATO, ARTHUR EARL JR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
A G AIR CONDITIONING & SERVICES INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Deerfield Beach,Broward,33341,"1241 Sw 5Th Terrace, Deerfield Beach, FL, 33341",,,,,,CAC,Certified Air Conditioning Contractor,CAC1817272,1,"WILSON, ALVIN G",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
A P M PLUMBING CORP,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Fort Lauderdale,Broward,33309,"1030 N W 48Th Ct, Fort Lauderdale, FL, 33309",,,,,,"CFC, RF",Certified Plumbing Contractor; Registered Plumbing Contractor,CFC1431466; RF11067284,2,"MARRERO, ARMANDO P",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
A PLUS PLUMBING AND GAS LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Davie,Broward,33325,"11876 Sw 12 Place, Davie, FL, 33325",,,,,,CFC,Certified Plumbing Contractor,CFC1427772,1,"VAZQUEZ, ADRIAN D",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"A PLUS PLUMBING CONTRACTOR, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Tamarac,Broward,33321,"6601 Nw 84Th St, Tamarac, FL, 33321",,,,,,CFC,Certified Plumbing Contractor,CFC1431397,1,"BARAHONA, ALIRIO ROEL",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
A STAR AIR CONDITIONING AND HEATING SERVICES INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Fort Lauderdale,Broward,33314,"3921 Sw 47Th Avenue 1003, Fort Lauderdale, FL, 33314",,,,,,CAC,Certified Air Conditioning Contractor,CAC1815195,1,"GOGONI, JULIAN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
A STREAMLINE PLUMBING INC.,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Dania,Broward,33312,"4964 Sw 24 Ave, Dania, FL, 33312",,,,,,CFC,Certified Plumbing Contractor,CFC1430223,1,"MORAN, JOSEPH MARTIN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
A TO Z - G.C. LLC,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Hollywood,Broward,33021,"4040 North Hills Drive Suite 31, Hollywood, FL, 33021",,,,,,"CAC, CFC",Certified Air Conditioning Contractor; Certified Plumbing Contractor,CAC1818768; CFC1429961,2,"GILBERT, ELASAF",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
A TO Z STATE WIDE PLUMBING INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Davie,Broward,33324,"1483 Sw 97Th Lane, Davie, FL, 33324",,,,,,CFC,Certified Plumbing Contractor,CFC1426229; CFC1426354,2,"DRISCOLL, JOHN PATRICK JR; KITCHEN, DONALD B",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
A TOPPING PLUMBING INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Lauderhill,Broward,33313,"5021 Nw 17Th Court, Lauderhill, FL, 33313",,,,,,"CFC, RF",Certified Plumbing Contractor; Registered Plumbing Contractor,CFC1429813; RF11067545,2,"TOPPING, JERMAINE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
A YOUNG PLUMBING CORP.,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Pembroke Pines,Broward,33024,"740 Nw 91St Ave, Pembroke Pines, FL, 33024",,,,,,CFC,Certified Plumbing Contractor,CFC1432596,1,"HERNANDEZ, JUAN C",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
A&E PLUMBING INC.,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Tamarac,Broward,33321,"7105 Nw 78Th Terrace, Tamarac, FL, 33321",,,,,,CFC,Certified Plumbing Contractor,CFC1429404,1,"NAVAS, JASON D",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
A&L PREMIER PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Miramar,Broward,33029,"18632 Sw 55Th St, Miramar, FL, 33029",,,,,,CFC,Certified Plumbing Contractor,CFC1433523,1,"NODAR, LOUIS",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"A&R BAL, LLC",Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Weston,Broward,33331,"4158 Sapphire Terrace, Weston, FL, 33331",,,,,,"CFC, CMC",Certified Mechanical Contractor; Certified Plumbing Contractor,CFC1434483; CMC1251810,2,"BALADI, RAYMOND",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"A+ AIR CONDITIONING & DUCT CLEANING, INC.",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Fort Lauderdale,Broward,33309,"480 Nw 45Th Ct, Fort Lauderdale, FL, 33309",,,,,,CAC,Certified Air Conditioning Contractor,CAC1820087,1,"FLORES, MICHELLE J",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"A+ ESC AIR CONDITIONING SERVICES, INC.",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Fort Lauderdale,Broward,33312,"1030 Wyoming Ave, Fort Lauderdale, FL, 33312",,,,,,CAC,Certified Air Conditioning Contractor,CAC1822089,1,"SAINT CYR, EVENS",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
