company_name,trade,ownership_type,ownership_confidence,parent_company_or_notes,city,county,zip,address,phone,website,google_rating,google_reviews,maps_services,license_types,license_type_labels,license_numbers,active_license_count,qualifying_agents_or_licensees,latest_expiration_seen,enrichment_source,data_source
WAYNE MARTIN AND SON SIGNATURE AIR CONDITIONING,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Franklin,Unknown,28734,"6736 Wayah Rd, Franklin, NC, 28734",,,,,,CAC,Certified Air Conditioning Contractor,CAC1818195,1,"VOIT, BENJAMIN DAVID",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
WWW ENTERPRISES & SON INC,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,,Unknown,,,,,,,,CAC,Certified Air Conditioning Contractor,CAC058393,1,"GAHN, WANDA A",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MR. ROOTER PLUMBING OF NORTHWEST FLORIDA,Plumbing,Franchise,Confirmed,Neighborly — Mr. Rooter,Panama City,Bay,32412,"P.O. Box 35577, Panama City, FL, 32412",,,,,,CFC,Certified Plumbing Contractor,CFC1430927; CFC1434401,2,"HOBBS, KENNETH SCOTT; VICKERY, BRIAN J",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
AIRE SERV KISSIMMEE AND HUNTERS CREEK,HVAC,Franchise,Confirmed,Neighborly — Aire Serv,Melbourne,Brevard,32935,"3682 N Wickham Rd Ste B1 - 101, Melbourne, FL, 32935",,,,,,CAC,Certified Air Conditioning Contractor,CAC058513,1,"DENNISON, LARRY ALAN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
AIRE SERV OF PALM HARBOR,HVAC,Franchise,Confirmed,Neighborly — Aire Serv,Melbourne,Brevard,32935,"3682 N Wickham Rd Ste B1 - 101, Melbourne, FL, 32935",,,,,,CAC,Certified Air Conditioning Contractor,CAC1824291,1,"DENNISON, LARRY ALAN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
AIRESERV OF MELBOURNE,HVAC,Franchise,Confirmed,Neighborly — Aire Serv,Satellite Beach,Brevard,32937,"333 W. Dover St. Suite 239, Satellite Beach, FL, 32937",,,,,,CAC,Certified Air Conditioning Contractor,CAC1820977,1,"STEWART, ANASTASIA",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
AIRESERV OF WESLEY CHAPEL,HVAC,Franchise,Confirmed,Neighborly — Aire Serv,Melbourne,Brevard,32935,"3682 N Wickham Rd Ste B1 - 101, Melbourne, FL, 32935",,,,,,CAC,Certified Air Conditioning Contractor,CAC1824347,1,"DENNISON, LARRY ALAN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
AIRE SERV OF CLEARWATER,HVAC,Franchise,Confirmed,Neighborly — Aire Serv,Coconut Creek,Broward,33063,"3185  Cocoplum Circle, Coconut Creek, FL, 33063",,,,,,CAC,Certified Air Conditioning Contractor,CAC1823194,1,"BANDY, DANIEL LEE JR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
AIRE SERV OF CORAL SPRINGS,HVAC,Franchise,Confirmed,Neighborly — Aire Serv,Pompano Beach,Broward,33069,"625  Oaks Drive Apt 508, Pompano Beach, FL, 33069",,,,,,CAC,Certified Air Conditioning Contractor,CAC1819624,1,"CLARK, JAMES WILLIAM",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
AIRESERV OF MERRITT ISLAND,HVAC,Franchise,Confirmed,Neighborly — Aire Serv,Coconut Creek,Broward,33063,"3185  Cocoplum Circle, Coconut Creek, FL, 33063",,,,,,CAC,Certified Air Conditioning Contractor,CAC1822342,1,"BANDY, DANIEL LEE JR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MR ROOTER OF MIAMI,Plumbing,Franchise,Confirmed,Neighborly — Mr. Rooter,Fort Lauderdale,Broward,33312,"1901 Sw 5Th Ct, Fort Lauderdale, FL, 33312",,,,,,CFC,Certified Plumbing Contractor,CFC1430051,1,"REYES, LEON CLAUDIO",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
AIRE SERV OF CITRUS COUNTY,HVAC,Franchise,Confirmed,Neighborly — Aire Serv,Floral City,Citrus,34436,"7860 E Derby Oaks Dr, Floral City, FL, 34436",,,,,,CAC,Certified Air Conditioning Contractor,CAC051514; CAC1823578,2,"DE PRIEST, JERRY DALE; LYNCH, STEVEN JAY",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
AIRESERV OF NORTH NAPLES,HVAC,Franchise,Confirmed,Neighborly — Aire Serv,Beverly Hills,Citrus,34465,"4789 N Capistrano Loop, Beverly Hills, FL, 34465",,,,,,CAC,Certified Air Conditioning Contractor,CAC1819985,1,"MORRISSEY, CHRISTOPHER MICHAEL",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MR. ROOTER PLUMBING OF CRYSTAL RIVER,Plumbing,Franchise,Confirmed,Neighborly — Mr. Rooter,Crystal River,Citrus,34429,"6991 W Gulf To Lake Hwy, Crystal River, FL, 34429",,,,,,CFC,Certified Plumbing Contractor,CFC1432974,1,"BUCKINGHAM, BRANDON GLEN",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
MR. ROOTER PLUMBING OF FORT MYERS,Plumbing,Franchise,Confirmed,Neighborly — Mr. Rooter,Middleburg,Clay,32068,"14  Swimming Pen Dr Suite 12, Middleburg, FL, 32068",,,,,,CFC,Certified Plumbing Contractor,CFC1433676,1,"ALCIDE, KYLE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MR. ROOTER PLUMBING OF NORTH MIAMI BEACH,Plumbing,Franchise,Confirmed,Neighborly — Mr. Rooter,Middleburg,Clay,32068,"14  Swimming Pen Dr Suite 12, Middleburg, FL, 32068",,,,,,CFC,Certified Plumbing Contractor,CFC1433574,1,"ALCIDE, KYLE",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
MR. ROOTER PLUMBING OF ORANGE PARK,Plumbing,Franchise,Confirmed,Neighborly — Mr. Rooter,Middleburg,Clay,32068,"14  Swimming Pen Dr Suite 12, Middleburg, FL, 32068",,,,,,CFC,Certified Plumbing Contractor,CFC1433447,1,"ALCIDE, KYLE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
AIRE SERV OF SOUTH HILLSBOROUGH COUNTY,HVAC,Franchise,Confirmed,Neighborly — Aire Serv,Tampa,Hillsborough,33619,"7237 Causeway Blvd, Tampa, FL, 33619",,,,,,CAC,Certified Air Conditioning Contractor,CAC1816918,1,"MORROW, CRAIG BARKER",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
AIRE SERV OF SPACE COAST,HVAC,Franchise,Confirmed,Neighborly — Aire Serv,Lutz,Hillsborough,33559,"17524 Livingston Ave, Lutz, FL, 33559",,,,,,CAC,Certified Air Conditioning Contractor,CAC1825182,1,"PATTON, MICHAEL THOMAS",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
AIRE SERV OF WEST ORLANDO,HVAC,Franchise,Confirmed,Neighborly — Aire Serv,Seffner,Hillsborough,33584,"907 Tiburon Dr, Seffner, FL, 33584",,,,,,CAC,Certified Air Conditioning Contractor,CAC1824067,1,"MORROW, CRAIG BARKER",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MR. ROOTER PLUMBING OF GAINESVILLE,Plumbing,Franchise,Confirmed,Neighborly — Mr. Rooter,Monticello,Jefferson,32344,"520 Carolina Street, Monticello, FL, 32344",,,,,,CFC,Certified Plumbing Contractor,CFC1431436,1,"LONG, KEVIN SCOTT",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"DRAIN DOCTOR PLUMBING AND DRAIN, INC.",Plumbing,Franchise,Pattern match,Drain Doctor franchise system,Umatilla,Lake,32784,"16761 Keene Road, Umatilla, FL, 32784",,,,,,CFC,Certified Plumbing Contractor,CFC1425998,1,"BOWDEN, THOMAS ALEXANDER",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MR. ROOTER PLUMBING OF CLEARWATER,Plumbing,Franchise,Confirmed,Neighborly — Mr. Rooter,Kissimmee,Lake,34747,"1231  Ambassador Dr Apt 323, Kissimmee, FL, 34747",(727) 835-5840,www.mrrooter.com/clearwater,4.6,334,"Plumber, Drainage service, Hot water system supplier, Septic system service, Water filter supplier",CFC,Certified Plumbing Contractor,CFC1434605,1,"PETRACCIONE, ALEXANDER",08/31/2028,data/companies.json (Google Maps scrape),FL DBPR Construction License Extract (Current + Active)
AIRE SERV OF CENTRAL TAMPA,HVAC,Franchise,Confirmed,Neighborly — Aire Serv,Havana,Leon,32333,"16 Kings Ct, Havana, FL, 32333",,,,,,CAC,Certified Air Conditioning Contractor,CAC1824991,1,"EDENS, JAMES DIXON",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
ONE HOUR AIR CONDITIONING & HEATING OCALA FL,Mechanical,Franchise,Confirmed,Authority Brands — One Hour Heating & Air Conditioning,Ocala,Marion,34479,"2801 Ne 63Rd St, Ocala, FL, 34479",,,,,,CMC,Certified Mechanical Contractor,CMC1249436,1,"DAVIS, CECIL RICHARD JR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
ONE HOUR HEATING AND AIR CONDITIONING OF NORTH SUMTER COUNTY,HVAC,Franchise,Confirmed,Authority Brands — One Hour Heating & Air Conditioning,Summerfield,Marion,34491,"5282 Se 137Th Place, Summerfield, FL, 34491",,,,,,CAC,Certified Air Conditioning Contractor,CAC1823590,1,"GRACE, MARK RICHARD",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
THE DRAIN DOCTOR,Plumbing,Franchise,Pattern match,Drain Doctor franchise system,Miami,Miami-Dade,33176,"13900 Sw 97 Avenue, Miami, FL, 33176",(850) 265-9248,,4.3,25,"Plumber, Septic system service",CFC,Certified Plumbing Contractor,CFC1431980,1,"KIRILAUSCAS, RODRIGO",08/31/2028,data/companies.json (Google Maps scrape),FL DBPR Construction License Extract (Current + Active)
MR. ROOTER PLUMBING OF JACKSONVILLE,Plumbing,Franchise,Confirmed,Neighborly — Mr. Rooter,St. Cloud,Osceola,34769,"1104 Montana Avenue, St. Cloud, FL, 34769",,,,,,CFC,Certified Plumbing Contractor,CFC1430185; CFC1431799,2,"TOWER, WILLIAM JOHN",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
AIRE SERV OF BOCA RATON,HVAC,Franchise,Confirmed,Neighborly — Aire Serv,Ormond Beach,Out of State,32174,"32 Choctaw Trail, Ormond Beach, FL, 32174",,,,,,CAC,Certified Air Conditioning Contractor,CAC1821528,1,"MILLER, WILLIAM LEE JR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
AIRE SERV OF JUPITER,HVAC,Franchise,Confirmed,Neighborly — Aire Serv,Deland,Out of State,32724,"224 Silver Branch Trail, Deland, FL, 32724",,,,,,CAC,Certified Air Conditioning Contractor,CAC1822013; CAC1824929,2,"BARRERA, ABEL; BOOROM, MATTHEW T",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
AIRE SERV OF NORTHWEST FLORIDA,HVAC,Franchise,Confirmed,Neighborly — Aire Serv,Bolivia,Out of State,28422,"516 Hearthside Drive Se, Bolivia, NC, 28422",,,,,,CAC,Certified Air Conditioning Contractor,CAC1823566,1,"DOWNIE, ROBERT D",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
AIRE SERV OF PALM COAST,HVAC,Franchise,Confirmed,Neighborly — Aire Serv,Ormond Beach,Out of State,32174,"32 Choctaw Trail, Ormond Beach, FL, 32174",,,,,,CAC,Certified Air Conditioning Contractor,CAC1820053,1,"MILLER, WILLIAM LEE JR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
AIRE SERV OF SOUTH MIAMI,HVAC,Franchise,Confirmed,Neighborly — Aire Serv,Bolivia,Out of State,28422,"516 Hearthside Drive Se, Bolivia, NC, 28422",,,,,,CAC,Certified Air Conditioning Contractor,CAC009417,1,"DOWNIE, ROBERT D",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
AIRE SERV OF THE EMERALD COAST,HVAC,Franchise,Confirmed,Neighborly — Aire Serv,Miramar Beach,Out of State,32550,"200 Business Centre Drive Ste. C, Miramar Beach, FL, 32550",,,,,,CAC,Certified Air Conditioning Contractor,CAC1819748,1,"RAYA, RAYMOND R",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
BENJAMIN FRANKLIN PLUMBING,Plumbing,Franchise,Confirmed,Authority Brands — Benjamin Franklin Plumbing,West Palm Beach,Palm Beach,33415,"1112 Ranchette Rd, West Palm Beach, FL, 33415",(813) 278-7159,tampabenjaminfranklin.com,4.7,2704,Plumber,CFC,Certified Plumbing Contractor,CFC1428611; CFC1429175; CFC1430437,3,"BLACK, MATTHEW T; MCHUGH, DANIEL J; RAMOS, MICHAEL",08/31/2028,data/companies.json (Google Maps scrape),FL DBPR Construction License Extract (Current + Active)
MR ROOTER OF BROWARD COUNTY,Plumbing,Franchise,Confirmed,Neighborly — Mr. Rooter,Boca Raton,Palm Beach,33487,"5559 Nassau Dr., Boca Raton, FL, 33487",,,,,,CFC,Certified Plumbing Contractor,CFC1428042,1,"AUGUST, ANDREW ERIC",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MR. ROOTER PLUMBING OF BROWARD COUNTY,Plumbing,Franchise,Confirmed,Neighborly — Mr. Rooter,Boca Raton,Palm Beach,33487,"5559 Nassau Dr., Boca Raton, FL, 33487",,,,,,CFC,Certified Plumbing Contractor,CFC1434322,1,"AUGUST, ANDREW ERIC",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
ONE HOUR AIR CONDITIONING & HEATING #213,HVAC,Franchise,Confirmed,Authority Brands — One Hour Heating & Air Conditioning,West Palm Beach,Palm Beach,33415,"1112 Ranchette Rd, West Palm Beach, FL, 33415",,,,,,CAC,Certified Air Conditioning Contractor,CAC057376,1,"RAMOS, MICHAEL",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
ONE HOUR AIR CONDITIONING AND HEATING,HVAC,Franchise,Confirmed,Authority Brands — One Hour Heating & Air Conditioning,Lake Worth,Palm Beach,33463,"5228 Woodstone Cir S, Lake Worth, FL, 33463",,,,,,CAC,Certified Air Conditioning Contractor,CAC1820780,1,"SCHUBERT, DAVID C",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
ONE HOUR AIR CONDITIONING & HEATING,HVAC,Franchise,Confirmed,Authority Brands — One Hour Heating & Air Conditioning,Seminole,Pinellas,33776,"9536 Commodore Drive, Seminole, FL, 33776",,,,,,CAC,Certified Air Conditioning Contractor,CAC1813589; CAC1816750; CAC1817215,3,"COX, DAVID J; O'KELLEY, GURVIS EDWIN; REYNOLDS, WAYNE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
ROOTER-MAN OF TAMPA BAY LLC,Plumbing,Franchise,Confirmed,Rooter-Man franchise system,Largo,Pinellas,33773,"11595 66Th St, Largo, FL, 33773",,,,,,CFC,Certified Plumbing Contractor,CFC1429959,1,"ALLARD, KAITLYN NICOLE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MR. ROOTER PLUMBING OF PENSACOLA,Plumbing,Franchise,Confirmed,Neighborly — Mr. Rooter,Pace,Santa Rosa,32571,"2213 Bison Drive, Pace, FL, 32571",,,,,,CFC,Certified Plumbing Contractor,CFC1430590,1,"ALLISON, JAMES WAYNE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
ROOTERMAN,Plumbing,Franchise,Confirmed,Rooter-Man franchise system,Milton,Santa Rosa,32570,"6061 Oglesby Rd, Milton, FL, 32570",,,,,,RF,Registered Plumbing Contractor,RF0066713,1,"CREWS, JOEY",08/31/2027,,FL DBPR Construction License Extract (Current + Active)
AIRE SERV OF SARASOTA,HVAC,Franchise,Confirmed,Neighborly — Aire Serv,Osprey,Sarasota,34229,"255 Park Trace Blvd, Osprey, FL, 34229",,,,,,CAC,Certified Air Conditioning Contractor,CAC1824728,1,"VELEZ, JOHN JAIRO",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MR. ROOTER PLUMBING OF TAMPA BAY,Plumbing,Franchise,Confirmed,Neighborly — Mr. Rooter,Sarasota,Sarasota,34231,"1662  Stickney Point Rd Suite 400, Sarasota, FL, 34231",,,,,,CFC,Certified Plumbing Contractor,CFC1428880,1,"VICKERS, DANIEL HEATH",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
AIRE SERV OF SAINT AUGUSTINE,HVAC,Franchise,Confirmed,Neighborly — Aire Serv,Fort Pierce,St. Lucie,34951,"8505 Waterstone Blvd, Fort Pierce, FL, 34951",,,,,,CAC,Certified Air Conditioning Contractor,CAC1822477,1,"WHITTAKER, DAVID THOMAS",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
VANS ONE HOUR AIR CONDITIONING & HEATING,HVAC,Franchise,Confirmed,Authority Brands — One Hour Heating & Air Conditioning,Fort Pierce,St. Lucie,34945,"8752 Cobblestone Dr, Fort Pierce, FL, 34945",,,,,,CAC,Certified Air Conditioning Contractor,CAC1818843,1,"HUDDLESON, CHAD RICHARD",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MR ROOTER PLUMBING,Plumbing,Franchise,Confirmed,Neighborly — Mr. Rooter,Brighton,Unknown,48114,"2611 Parklawn Dr, Brighton, MI, 48114",(850) 633-4332,www.mrrooter.com/northwest-florida,3.7,3,"Plumber, Service establishment, Septic system service",CFC,Certified Plumbing Contractor,CFC1428001; CFC1429533; CFC1433116; CFC1433777,4,"BARKER, NICHOLAS; SINCLAIR, JAMES W; TILLMAN, JUSTIN KING",08/31/2028,data/companies.json (Google Maps scrape),FL DBPR Construction License Extract (Current + Active)
MR. ROOTER PLUMBING OF TAMPA,Plumbing,Franchise,Confirmed,Neighborly — Mr. Rooter,Cranberry Twp,Unknown,16066,"64  64 Progress Ave, Cranberry Twp, PA, 16066",(813) 704-2093,www.mrrooter.com/tampa,4.8,584,"Plumber, Drainage service, Hot water system supplier, Septic system service, Water filter supplier",CFC,Certified Plumbing Contractor,CFC1428697,1,"BEALL, ROBERT ANDREW",08/31/2026,data/companies.json (Google Maps scrape),FL DBPR Construction License Extract (Current + Active)
A & J LITTLE CONTRACTORS INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Newberry,Alachua,32669,"240 Sw 265Th Terrace, Newberry, FL, 32669",,,,,,CAC,Certified Air Conditioning Contractor,CAC058688,1,"LITTLE, JAMES ALLEN JR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"A SHERIDAN AIR CONDITIONING, INC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32635,"P.O.Box 357457, Gainesville, FL, 32635",,,,,,CAC,Certified Air Conditioning Contractor,CAC1816952,1,"SHERIDAN, EDWARD RAYMOND",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
A-Z HOME INSPECTIONS & MORE LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32641,"1707 Se 48Th Terrace, Gainesville, FL, 32641",,,,,,CAC,Certified Air Conditioning Contractor,CAC1818607,1,"MANNING, EUGENE J JR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
AAA OCALA ALL SERVICES INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Hawthorne,Alachua,32640-7904,"14014 S.E. 201 Terrace, Hawthorne, FL, 32640-7904",,,,,,CFC,Certified Plumbing Contractor,CFC057362,1,"RIVEIRA, JOSEPH ANTHONY JR",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
ABLE COMMERCIAL APPLIANCE LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32614,"P O Box 140421, Gainesville, FL, 32614",,,,,,CAC,Certified Air Conditioning Contractor,CAC1816304,1,"JOHNSTON, FREDERICK PARKER",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"AIR AMERICA HEATING & COOLING, INC",Mechanical,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,High Springs,Alachua,32655,"PO Box 298 PO BOX 298, High Springs, FL, 32655",,,,,,CMC,Certified Mechanical Contractor,CMC1250300,1,"TAYLOR, SPENCER HOWARD",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
AIR DUCKS INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32653,"2601 Nw 74Th Place, Gainesville, FL, 32653",,,,,,CAC,Certified Air Conditioning Contractor,CAC1817288,1,"ROBERTS, SAMUEL LEE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
